CBFC,CKFL,Pulpa 262,Pulpa 261,Recorte Maule,Rec.Virtual,Rec.Fab,Rec.Recirculado area 070,Pulpa SGW,CEL B,Rec. kraft,Encolante,Sulfato,Antiespumante,Retentor,Perform,Catiofast GM,Polymin SK,Almidon oxidado,almidon nativo, Aditivos extras ,Temperatura Pope,Gramaje                         ,Espesor                             ,Humedad                            ,Cobb Tripa               ,Cobb Reverso           ,Rig. Taber Long             ,Rig. Taber Trans.            ,Internal bond                   ,Tersura Cara                      ,Tersura Reverso,Blancura Cara       ,Blancura Reverso,Curvatura Cara L.,Curvatura Cara T.               ,FL CARA,L*CARA,a*CARA,Kit
0,0.15782,0,0.1695864,0.2543796,0,0.01157,0.126446,0.193388,0.0221,0.03471,0.0000451567944250871,0.000322369337979094,0.00000668989547038327,0.00000348432055749129,0,0,0,0.018,0.006,0.00562229965156821,44,253.9,411,8.7,0.45,0.31,14.7,5.3,250,162,360,31.75,31.22,0,2,-0.15,75.4,3.81,12
0,0.15782,0,0.1695864,0.2543796,0,0.01157,0.126446,0.193388,0.0221,0.03471,0.0000451567944250871,0.000322369337979094,0.00000668989547038327,0.00000348432055749129,0,0,0,0.018,0.006,0.00562229965156821,46,252.8,414,8.1,0.37,0.28,14.7,5.5,233,162,361,31.6,31.2,0,2.5,-0.18,76,3.8,12
0,0.15782,0,0.1695864,0.2543796,0,0.01157,0.126446,0.193388,0.0221,0.03471,0.0000451567944250871,0.000322369337979094,0.00000668989547038327,0.00000348432055749129,0,0,0,0.018,0.006,0.00562229965156821,45,250.4,408,8.6,0.41,0.29,14.7,5.3,233,158,359,31.83,30.59,0,2.5,-0.19,75.9,3.77,12
0,0.15782,0,0.1695864,0.2543796,0,0.01157,0.126446,0.193388,0.0221,0.03471,0.0000451567944250871,0.000322369337979094,0.00000668989547038327,0.00000348432055749129,0,0,0,0.018,0.006,0.00562229965156821,35,249.6,404,8.1,0.54,0.35,14.5,5.2,233,182,362,31.56,31.56,0,2.5,-0.19,76.4,3.62,12
0,0.15782,0,0.1695864,0.2543796,0,0.01157,0.126446,0.193388,0.0221,0.03471,0.0000451567944250871,0.000322369337979094,0.00000668989547038327,0.00000348432055749129,0,0,0,0.018,0.006,0.00562229965156821,37,251.1,407,8.6,0.51,0.33,14.4,5.2,233,184,374,32,31.06,0,2,-0.18,76.5,3.61,12
0,0.15782,0,0.1695864,0.2543796,0,0.01157,0.126446,0.193388,0.0221,0.03471,0.0000451567944250871,0.000322369337979094,0.00000668989547038327,0.00000348432055749129,0,0,0,0.018,0.006,0.00562229965156821,40,252.2,409,7.7,0.41,0.32,14,5.2,240,175,355,31.17,32.18,0,2,-0.17,76.2,3.73,12
0,0.15782,0,0.1695864,0.2543796,0,0.01157,0.126446,0.193388,0.0221,0.03471,0.0000451567944250871,0.000322369337979094,0.00000668989547038327,0.00000348432055749129,0,0,0,0.018,0.006,0.00562229965156821,38,250.7,405,8.2,0.48,0.35,14.2,5.3,240,178,361,31.76,31.56,0,2,-0.15,75.1,3.71,12
0,0.15782,0,0.1695864,0.2543796,0,0.01157,0.126446,0.193388,0.0221,0.03471,0.0000451567944250871,0.000322369337979094,0.00000668989547038327,0.00000348432055749129,0,0,0,0.018,0.006,0.00562229965156821,39,251.6,406,7.9,0.44,0.29,14,5.4,240,182,391,32,30.97,0,2,-0.19,76.8,3.51,12
0,0.15782,0,0.1695864,0.2543796,0,0.01157,0.126446,0.193388,0.0221,0.03471,0.0000451567944250871,0.000322369337979094,0.00000668989547038327,0.00000348432055749129,0,0,0,0.018,0.006,0.00562229965156821,42,252.3,404,8.3,0.47,0.32,14.4,5.5,240,183,385,32.33,31.06,0,2,-0.17,76.1,3.57,12
0,0.15782,0,0.1695864,0.2543796,0,0.01157,0.126446,0.193388,0.0221,0.03471,0.0000451567944250871,0.000322369337979094,0.00000668989547038327,0.00000348432055749129,0,0,0,0.018,0.006,0.00562229965156821,44,248.6,413,7.5,0.57,0.33,13.5,5.2,238,173,359,33.25,31.78,0,3,-0.2,77.9,3.16,12
0,0.15782,0,0.1695864,0.2543796,0,0.01157,0.126446,0.193388,0.0221,0.03471,0.0000451567944250871,0.000322369337979094,0.00000668989547038327,0.00000348432055749129,0,0,0,0.018,0.006,0.00562229965156821,44,251.6,414,7.9,0.49,0.32,13.8,5.3,238,166,348,33,31.77,0,2.5,0.18,77.5,3.15,12
0,0.15782,0,0.1695864,0.2543796,0,0.01157,0.126446,0.193388,0.0221,0.03471,0.0000886602451838879,0.000632935639229422,0.0000131348511383538,0.00000684106830122592,0,0,0,0.018,0.006,0.00525842819614687,45.2,253.4,418,8.1,0.51,0.35,13.8,5.2,262,164,352,32.43,31.85,0,2,0.18,77.5,3.15,12
0,0.15782,0,0.1695864,0.2543796,0,0.01157,0.126446,0.193388,0.0221,0.03471,0.0000886602451838879,0.000632935639229422,0.0000131348511383538,0.00000684106830122592,0,0,0,0.018,0.006,0.00525842819614687,47.1,249.9,401,8.2,0.8,0.36,15,6.2,262,160,350,32.32,32.65,0,2,-0.2,77,3.48,12
0,0.15782,0,0.1695864,0.2543796,0,0.01157,0.126446,0.193388,0.0221,0.03471,0.0000886602451838879,0.000632935639229422,0.0000131348511383538,0.00000684106830122592,0,0,0,0.018,0.006,0.00525842819614687,46.2,249.1,402,8.2,0.78,0.41,15.5,6.1,262,147,348,31.87,31.96,0,2,-0.19,76.8,3.45,12
0,0.15782,0,0.1695864,0.2543796,0,0.01157,0.126446,0.193388,0.0221,0.03471,0.0000886602451838879,0.000632935639229422,0.0000131348511383538,0.00000684106830122592,0,0,0,0.018,0.006,0.00525842819614687,48.1,251,401,8.6,0.49,0.31,15,5.8,262,157,362,31.9,31.86,0,1.5,-0.18,76.6,3.61,12
0,0.15782,0,0.1695864,0.2543796,0,0.01157,0.126446,0.193388,0.0221,0.03471,0.0000886602451838879,0.000632935639229422,0.0000131348511383538,0.00000684106830122592,0,0,0,0.018,0.006,0.00525842819614687,47.2,249.9,402,8.4,0.51,0.33,15.8,5.8,262,160,365,32.3,31.96,0,1.5,-0.19,76.6,3.65,12
0,0.15782,0,0.1695864,0.2543796,0,0.01157,0.126446,0.193388,0.0221,0.03471,0.0000886602451838879,0.000632935639229422,0.0000131348511383538,0.00000684106830122592,0,0,0,0.018,0.006,0.00525842819614687,47.2,255.4,402,8.6,0.66,0.33,16.1,6,225,152,360,33.13,32.53,0,1.5,-0.19,77.5,3.26,12
0,0.15782,0,0.1695864,0.2543796,0,0.01157,0.126446,0.193388,0.0221,0.03471,0.0000886602451838879,0.000632935639229422,0.0000131348511383538,0.00000684106830122592,0,0,0,0.018,0.006,0.00525842819614687,47.2,254.2,404,8.5,0.62,0.35,15.7,5.7,225,157,368,32.77,33.21,0,1.5,-0.19,77.6,3.26,12
0,0.15782,0,0.267768,0,0,0.190082,0.11157,0.18595,0.0221,0.03471,0.000284167794316644,0.00177027779988856,0.000040595399188092,0,0.000013531799729364,0.000038207434529969,0,0.018,0.006,0.00385321977234725,45,256,390,10,0.63,0.29,8.7,3.2,231,150,283,30.57,29.01,0,5.1,-0.14,74.48,4.04,12
0,0.15782,0,0.267768,0,0,0.190082,0.11157,0.18595,0.0221,0.03471,0.000284167794316644,0.00177027779988856,0.000040595399188092,0,0.000013531799729364,0.000038207434529969,0,0.018,0.006,0.00385321977234725,48,252.1,412,8.5,0.55,0.31,11.7,5.1,231,198,325,32.48,28.99,0,3,-0.15,76.1,3.56,12
0,0.15782,0,0.267768,0,0,0.190082,0.11157,0.18595,0.0221,0.03471,0.000284167794316644,0.00177027779988856,0.000040595399188092,0,0.000013531799729364,0.000038207434529969,0,0.018,0.006,0.00385321977234725,47,252.6,409,8.5,0.52,0.34,11.8,5.1,231,189,318,31.49,29.25,0,3,-0.14,76.5,3.51,12
0,0.15782,0,0.267768,0,0,0.190082,0.11157,0.18595,0.0221,0.03471,0.0000564417953866342,0.00035161499422934,0.00000806311362666203,0,0.00000268770454222068,0.00000758881282509367,0,0.018,0.006,0.00557360357939006,47.7,251.8,411,8.6,0.88,0.32,16.1,5.3,231,201,329,32.36,28.66,0,3,-0.15,75,3.62,12
0,0.15782,0,0.267768,0,0,0.190082,0.11157,0.18595,0.0221,0.03471,0.0000564417953866342,0.00035161499422934,0.00000806311362666203,0,0.00000268770454222068,0.00000758881282509367,0,0.018,0.006,0.00557360357939006,46.6,253,412,8.3,0.35,0.38,15.1,5,238,228,346,30.28,29.01,0,2,-0.14,74.3,4,11
0,0.15782,0,0.267768,0,0,0.190082,0.11157,0.18595,0.0221,0.03471,0.0000564417953866342,0.00035161499422934,0.00000806311362666203,0,0.00000268770454222068,0.00000758881282509367,0,0.018,0.006,0.00557360357939006,45.5,250.8,413,8.3,0.47,0.36,15.7,5.3,194,227,335,30.92,29.78,0,2,-0.13,74.4,4.09,12
0,0.15782,0,0.267768,0,0,0.190082,0.11157,0.18595,0.0221,0.03471,0.0000564417953866342,0.00035161499422934,0.00000806311362666203,0,0.00000268770454222068,0.00000758881282509367,0,0.018,0.006,0.00557360357939006,46.3,250.3,407,8.4,0.5,0.36,15.4,5.3,194,212,339,30.38,29.12,0,2,-0.16,74.3,4,12
0,0.15782,0,0.267768,0,0,0.190082,0.11157,0.18595,0.0221,0.03471,0.0000564417953866342,0.00035161499422934,0.00000806311362666203,0,0.00000268770454222068,0.00000758881282509367,0,0.018,0.006,0.00557360357939006,45.2,249.4,415,7.7,0.31,0.39,15.6,4.8,194,199,334,30.63,29.14,0,3,-0.13,74.5,4.08,12
0,0.15782,0,0.267768,0,0,0.190082,0.11157,0.18595,0.0221,0.03471,0.0000564417953866342,0.00035161499422934,0.00000806311362666203,0,0.00000268770454222068,0.00000758881282509367,0,0.018,0.006,0.00557360357939006,46.5,253.7,414,8.4,0.51,0.38,15.7,5.2,194,189,328,30.91,28.97,0,2,-0.15,74.7,4,12
0,0.15782,0,0.267768,0,0,0.190082,0.11157,0.18595,0.0221,0.03471,0.0000564417953866342,0.00035161499422934,0.00000806311362666203,0,0.00000268770454222068,0.00000758881282509367,0,0.018,0.006,0.00557360357939006,47.5,251.4,412,8.3,0.56,0.4,15.4,5.2,194,199,331,30.05,29.12,0,2,1.16,74,4.02,12
0,0.15782,0,0.267768,0,0,0.190082,0.11157,0.18595,0.0221,0.03471,0.0000564417953866342,0.00035161499422934,0.00000806311362666203,0,0.00000268770454222068,0.00000758881282509367,0,0.018,0.006,0.00557360357939006,47.6,254.7,411,8.2,0.58,0.39,15,5,194,194,336,30.69,28.3,0,2,-0.14,74.3,3.96,12
0,0.15782,0,0.267768,0,0,0.190082,0.11157,0.18595,0.0221,0.03471,0.0000564417953866342,0.00035161499422934,0.00000806311362666203,0,0.00000268770454222068,0.00000758881282509367,0,0.018,0.006,0.00557360357939006,48.6,252.3,409,8.4,0.58,0.42,15.2,5.2,194,197,328,30.48,28.96,0,2,-0.18,74,3.98,12
0,0.15782,0,0.267768,0,0,0.190082,0.11157,0.18595,0.0221,0.03471,0.0000564417953866342,0.00035161499422934,0.00000806311362666203,0,0.00000268770454222068,0.00000758881282509367,0,0.018,0.006,0.00557360357939006,44.7,250.2,411,8.1,0.81,0.36,15.3,5.2,223,190,336,30.22,28.16,0,2,-0.14,74.3,3.99,12
0,0.15782,0,0.267768,0,0,0.190082,0.11157,0.18595,0.0221,0.03471,0.0000564417953866342,0.00035161499422934,0.00000806311362666203,0,0.00000268770454222068,0.00000758881282509367,0,0.018,0.006,0.00557360357939006,44.6,249.3,409,8.3,0.78,0.38,15.4,5.1,223,188,344,29.78,28.22,0,2,-0.14,73.8,4.14,12
0,0.15782,0,0.267768,0,0,0.190082,0.11157,0.18595,0.0221,0.03471,0.0000564417953866342,0.00035161499422934,0.00000806311362666203,0,0.00000268770454222068,0.00000758881282509367,0,0.018,0.006,0.00557360357939006,44.6,250.9,409,8.2,0.8,0.4,15.2,5.2,223,187,331,30.29,28.33,0,2,-0.18,73.1,4.16,12
0,0.15782,0,0.267768,0,0,0.190082,0.11157,0.18595,0.0221,0.03471,0.0000477295149721356,0.000283044023144815,0.00000733274671359625,0,0.00000239980801535877,0.00000666613337599659,0,0.018,0.006,0.00565282777377794,48,248.7,419,9.2,0.41,0.36,15.7,5.1,192,174,350,29.5,29.56,0,2.3,-0.15,74.2,4.21,12
0,0.15782,0,0.267768,0,0,0.190082,0.11157,0.18595,0.0221,0.03471,0.0000477295149721356,0.000283044023144815,0.00000733274671359625,0,0.00000239980801535877,0.00000666613337599659,0,0.018,0.006,0.00565282777377794,49.3,250.1,421,8.8,0.43,0.36,16.2,5.9,192,183,327,30.13,30.56,0,2.3,-0.14,73.2,4.02,12
0,0.15782,0,0.267768,0,0,0.190082,0.11157,0.18595,0.0221,0.03471,0.0000477295149721356,0.000283044023144815,0.00000733274671359625,0,0.00000239980801535877,0.00000666613337599659,0,0.018,0.006,0.00565282777377794,48.6,250,419,9,0.45,0.35,15.8,5.8,192,185,330,30.33,29.3,0,2.3,-0.13,74.2,4.05,12
0,0.15782,0,0.267768,0,0,0.190082,0.11157,0.18595,0.0221,0.03471,0.0000477295149721356,0.000283044023144815,0.00000733274671359625,0,0.00000239980801535877,0.00000666613337599659,0,0.018,0.006,0.00565282777377794,49.2,253.2,415,8.5,0.74,0.34,18.1,6.8,192,172,345,29.37,28.1,0,2.3,-0.14,73.7,4.28,12
0,0.15782,0,0.267768,0,0,0.190082,0.11157,0.18595,0.0221,0.03471,0.0000477295149721356,0.000283044023144815,0.00000733274671359625,0,0.00000239980801535877,0.00000666613337599659,0,0.018,0.006,0.00565282777377794,47.5,251.1,413,8.8,0.69,0.33,16.6,6.5,192,185,355,29.5,29.56,0,2.3,-0.13,73.6,4.23,12
0,0.15782,0,0.267768,0,0,0.190082,0.11157,0.18595,0.0221,0.03471,0.0000477295149721356,0.000283044023144815,0.00000733274671359625,0,0.00000239980801535877,0.00000666613337599659,0,0.018,0.006,0.00565282777377794,48.9,249.3,416,8.5,0.7,0.31,16.3,5.7,206,188,339,31,28.23,0,2.3,-0.14,75.2,3.91,12
0,0.15782,0,0.267768,0,0,0.190082,0.11157,0.18595,0.0221,0.03471,0.0000477295149721356,0.000283044023144815,0.00000733274671359625,0,0.00000239980801535877,0.00000666613337599659,0,0.018,0.006,0.00565282777377794,47.8,249.2,416,8.7,0.69,0.3,16.3,5.7,206,191,340,31.27,29.3,0,2.3,-0.15,74.2,4.01,12
0,0.15782,0,0.267768,0,0,0.190082,0.11157,0.18595,0.0221,0.03471,0.0000477295149721356,0.000283044023144815,0.00000733274671359625,0,0.00000239980801535877,0.00000666613337599659,0,0.018,0.006,0.00565282777377794,47.8,249.1,416,8.9,0.6,0.31,16.4,5.9,206,191,342,30.8,29.3,0,2.3,-0.13,74.1,4.1,12
0,0.15782,0,0.267768,0,0,0.190082,0.11157,0.18595,0.0221,0.03471,0.0000477295149721356,0.000283044023144815,0.00000733274671359625,0,0.00000239980801535877,0.00000666613337599659,0,0.018,0.006,0.00565282777377794,48.5,252.6,412,8.9,0.62,0.34,17,5.9,206,176,356,31.3,29.3,0,2.3,-0.14,74.6,4.15,12
0,0.15782,0,0.267768,0,0,0.190082,0.11157,0.18595,0.0221,0.03471,0.0000477295149721356,0.000283044023144815,0.00000733274671359625,0,0.00000239980801535877,0.00000666613337599659,0,0.018,0.006,0.00565282777377794,47.6,248.9,422,9.5,0.62,0.41,16.7,5.8,190,191,322,31.67,29.56,0,2.3,-0.14,75.2,3.84,12
0,0.15782,0,0.267768,0,0,0.190082,0.11157,0.18595,0.0221,0.03471,0.0000477295149721356,0.000283044023144815,0.00000733274671359625,0,0.00000239980801535877,0.00000666613337599659,0,0.018,0.006,0.00565282777377794,48.6,252.7,422,9,0.59,0.4,16.9,5.6,190,184,330,31.33,29.5,0,2.3,-0.14,74.2,3.9,12
0,0.15782,0,0.267768,0,0,0.190082,0.11157,0.18595,0.0221,0.03471,0.0000477295149721356,0.000283044023144815,0.00000733274671359625,0,0.00000239980801535877,0.00000666613337599659,0,0.018,0.006,0.00565282777377794,47.9,258,413,9.4,0.53,0.38,17,6.2,190,193,320,34,30.04,0,2.3,-0.16,76.2,3.35,12
0,0.15782,0,0.267768,0,0,0.190082,0.11157,0.18595,0.0221,0.03471,0.0000477295149721356,0.000283044023144815,0.00000733274671359625,0,0.00000239980801535877,0.00000666613337599659,0,0.018,0.006,0.00565282777377794,48.9,258,414,9,0.56,0.36,16.9,5.9,190,174,335,33.45,30.98,0,2.5,-0.16,76.5,3.36,12
0,0.15782,0,0.267768,0,0,0.190082,0.11157,0.18595,0.0221,0.03471,0.0000477295149721356,0.000283044023144815,0.00000733274671359625,0,0.00000239980801535877,0.00000666613337599659,0,0.018,0.006,0.00565282777377794,48.3,253.9,425,9.6,0.83,0.35,16.9,6.2,185,203,345,32.33,29.35,0,2.5,-0.16,75.7,3.81,12
0,0.15782,0,0.267768,0,0,0.190082,0.11157,0.18595,0.0221,0.03471,0.0000477295149721356,0.000283044023144815,0.00000733274671359625,0,0.00000239980801535877,0.00000666613337599659,0,0.018,0.006,0.00565282777377794,48.3,252,417,9,0.75,0.33,16.7,6.1,185,193,339,31.7,29.5,0,2.5,-0.14,74.2,3.32,12
0,0.15782,0,0.267768,0,0,0.190082,0.11157,0.18595,0.0221,0.03471,0.0000510087769292147,0.00030249059614727,0.00000783654394163912,0,0.0000025646871081728,0.00000712413085603556,0,0.018,0.006,0.00562897526501774,44,247.6,418,8.3,0.44,0.39,15,4.9,282,204,329,32.91,27.64,0,2.4,-0.15,74.8,3.38,12
0,0.15782,0,0.267768,0,0,0.190082,0.11157,0.18595,0.0221,0.03471,0.0000510087769292147,0.00030249059614727,0.00000783654394163912,0,0.0000025646871081728,0.00000712413085603556,0,0.018,0.006,0.00562897526501774,45,255.3,411,8.7,0.47,0.41,14.9,4.9,282,176,332,32.42,29.85,0,3,-0.16,75.7,3.9,12
0,0.15782,0,0.267768,0,0,0.190082,0.11157,0.18595,0.0221,0.03471,0.0000510087769292147,0.00030249059614727,0.00000783654394163912,0,0.0000025646871081728,0.00000712413085603556,0,0.018,0.006,0.00562897526501774,45,254,411,8.5,0.48,0.43,14.8,4.8,282,179,328,32.13,29.99,0,3,-0.15,75.1,3.81,12
0,0.15782,0,0.267768,0,0,0.190082,0.11157,0.18595,0.0221,0.03471,0.0000510087769292147,0.00030249059614727,0.00000783654394163912,0,0.0000025646871081728,0.00000712413085603556,0,0.018,0.006,0.00562897526501774,45.8,250,406,8.2,0.5,0.41,14.6,4.9,282,168,344,31.9,30.01,0,3,-0.14,75.8,3.74,12
0,0.15782,0,0.267768,0,0,0.190082,0.11157,0.18595,0.0221,0.03471,0.0000510087769292147,0.00030249059614727,0.00000783654394163912,0,0.0000025646871081728,0.00000712413085603556,0,0.018,0.006,0.00562897526501774,45.6,248.7,404,8,0.47,0.43,14.4,4.8,282,181,334,31.94,30.25,0,3,-0.15,75.1,3.79,12
0,0.15782,0,0.267768,0,0,0.190082,0.11157,0.18595,0.0221,0.03471,0.0000510087769292147,0.00030249059614727,0.00000783654394163912,0,0.0000025646871081728,0.00000712413085603556,0,0.018,0.006,0.00562897526501774,46.2,252.3,411,8.1,0.49,0.41,14.5,4.8,177,174,341,31.54,30.48,0,2.5,-0.14,75.8,3.81,12
