JUMBO,Papel, Espesor, Gramaje,Humedad,CARA CBFC,CARA CBFL,CARA CCFL ,CARA Celulosa B FC,CARA Recorte Kraft Laja,CARA Recorte Valdivia (Pta. Tratamiento),REVERSO CBFC,CARA Recorte Maule (Pta. Tratamiento),REVERSO CBFL,REVERSO CCFL ,REVERSO Celulosa B FC,REVERSO Pulpa 261F,REVERSO Pulpa BO Paper,REVERSO Pulpa mecÃ¡nica,REVERSO Recorte DKL Osorno,REVERSO Recorte duplex nÂ° 1 Sorepa,REVERSO Recorte Kraft Laja,REVERSO Recorte La Selecta,REVERSO Recorte Maule (Pta. Tratamiento),REVERSO Recorte Micro Corrugado,REVERSO Recorte Valdivia (Pta. Tratamiento),TRIPA CBFC,TRIPA CBFL,TRIPA Celulosa B FC,TRIPA Pulpa 261F,TRIPA Pulpa 262F,TRIPA Pulpa BO Paper,TRIPA Pulpa mecÃ¡nica,TRIPA Recorte DKL Osorno,TRIPA Recorte duplex nÂ° 1 Sorepa,TRIPA Recorte Kraft Laja,TRIPA Recorte La Selecta,TRIPA Recorte Maule (Pta. Tratamiento),TRIPA Recorte Micro Corrugado, TRIPA Recorte Valdivia (Pta. Tratamiento)
PM2N013124,AS250N,401,248.2,8.3,0.00639866515481301,0,0.102177842832273,0.00226132939998691,0,0.016237522370939,0.0110961660591837,0,0,0.124509511339196,0.00226132939998691,0,0,0,0,0,0,0,0,0,0.110532253432397,0,0,0,0.223843116540179,0,0,0.204385470103567,0,0,0,0,0,0,0.196296793367478
PM2N013125,AS250N,406,253.8,8.9,0.00639866515481301,0,0.102177842832273,0.00226132939998691,0,0.016237522370939,0.0110961660591837,0,0,0.124509511339196,0.00226132939998691,0,0,0,0,0,0,0,0,0,0.110532253432397,0,0,0,0.223843116540179,0,0,0.204385470103567,0,0,0,0,0,0,0.196296793367478
PM2N013126,AS250N,409,254.8,8.5,0.00639866515481301,0,0.102177842832273,0.00226132939998691,0,0.016237522370939,0.0110961660591837,0,0,0.124509511339196,0.00226132939998691,0,0,0,0,0,0,0,0,0,0.110532253432397,0,0,0,0.223843116540179,0,0,0.204385470103567,0,0,0,0,0,0,0.196296793367478
PM2N013127,AS250N,408,260,8.9,0.00639866515481301,0,0.102177842832273,0.00226132939998691,0,0.016237522370939,0.0110961660591837,0,0,0.124509511339196,0.00226132939998691,0,0,0,0,0,0,0,0,0,0.110532253432397,0,0,0,0.223843116540179,0,0,0.204385470103567,0,0,0,0,0,0,0.196296793367478
PM2N013128,AS250N,404,258.6,8.7,0.00639866515481301,0,0.102177842832273,0.00226132939998691,0,0.016237522370939,0.0110961660591837,0,0,0.124509511339196,0.00226132939998691,0,0,0,0,0,0,0,0,0,0.110532253432397,0,0,0,0.223843116540179,0,0,0.204385470103567,0,0,0,0,0,0,0.196296793367478
PM2N013129,AS250N,405,254.4,8.6,0.00639866515481301,0,0.102177842832273,0.00226132939998691,0,0.016237522370939,0.0110961660591837,0,0,0.124509511339196,0.00226132939998691,0,0,0,0,0,0,0,0,0,0.110532253432397,0,0,0,0.223843116540179,0,0,0.204385470103567,0,0,0,0,0,0,0.196296793367478
PM2N013130,AS250N,412,255.9,8.6,0.00639866515481301,0,0.102177842832273,0.00226132939998691,0,0.016237522370939,0.0110961660591837,0,0,0.124509511339196,0.00226132939998691,0,0,0,0,0,0,0,0,0,0.110532253432397,0,0,0,0.223843116540179,0,0,0.204385470103567,0,0,0,0,0,0,0.196296793367478
PM2N013131,AS250N,415,253.4,8,0.00639866515481301,0,0.102177842832273,0.00226132939998691,0,0.016237522370939,0.0110961660591837,0,0,0.124509511339196,0.00226132939998691,0,0,0,0,0,0,0,0,0,0.110532253432397,0,0,0,0.223843116540179,0,0,0.204385470103567,0,0,0,0,0,0,0.196296793367478
PM2N013132,AS250N,413,254.3,8.4,0.00639866515481301,0,0.102177842832273,0.00226132939998691,0,0.016237522370939,0.0110961660591837,0,0,0.124509511339196,0.00226132939998691,0,0,0,0,0,0,0,0,0,0.110532253432397,0,0,0,0.223843116540179,0,0,0.204385470103567,0,0,0,0,0,0,0.196296793367478
PM2N013133,AS250N,420,252,7.3,0.00639866515481301,0,0.102177842832273,0.00226132939998691,0,0.016237522370939,0.0110961660591837,0,0,0.124509511339196,0.00226132939998691,0,0,0,0,0,0,0,0,0,0.110532253432397,0,0,0,0.223843116540179,0,0,0.204385470103567,0,0,0,0,0,0,0.196296793367478
PM2N013134,AS250N,407,250.2,7.6,0.00639866515481301,0,0.102177842832273,0.00226132939998691,0,0.016237522370939,0.0110961660591837,0,0,0.124509511339196,0.00226132939998691,0,0,0,0,0,0,0,0,0,0.110532253432397,0,0,0,0.223843116540179,0,0,0.204385470103567,0,0,0,0,0,0,0.196296793367478
PM2N013135,AS250N,401,249.8,7.9,0.00639866515481301,0,0.102177842832273,0.00226132939998691,0,0.016237522370939,0.0110961660591837,0,0,0.124509511339196,0.00226132939998691,0,0,0,0,0,0,0,0,0,0.110532253432397,0,0,0,0.223843116540179,0,0,0.204385470103567,0,0,0,0,0,0,0.196296793367478
PM2N013136,AS250N,402,249,8.2,0.00639866515481301,0,0.102177842832273,0.00226132939998691,0,0.016237522370939,0.0110961660591837,0,0,0.124509511339196,0.00226132939998691,0,0,0,0,0,0,0,0,0,0.110532253432397,0,0,0,0.223843116540179,0,0,0.204385470103567,0,0,0,0,0,0,0.196296793367478
PM2N013137,AS250N,409,250.2,8.1,0.00639866515481301,0,0.102177842832273,0.00226132939998691,0,0.016237522370939,0.0110961660591837,0,0,0.124509511339196,0.00226132939998691,0,0,0,0,0,0,0,0,0,0.110532253432397,0,0,0,0.223843116540179,0,0,0.204385470103567,0,0,0,0,0,0,0.196296793367478
PM2N013138,AS250N,412,249.9,8.2,0.00639866515481301,0,0.102177842832273,0.00226132939998691,0,0.016237522370939,0.0110961660591837,0,0,0.124509511339196,0.00226132939998691,0,0,0,0,0,0,0,0,0,0.110532253432397,0,0,0,0.223843116540179,0,0,0.204385470103567,0,0,0,0,0,0,0.196296793367478
PM2N013139,AS250N,413,251.2,8.4,0.00639866515481301,0,0.102177842832273,0.00226132939998691,0,0.016237522370939,0.0110961660591837,0,0,0.124509511339196,0.00226132939998691,0,0,0,0,0,0,0,0,0,0.110532253432397,0,0,0,0.223843116540179,0,0,0.204385470103567,0,0,0,0,0,0,0.196296793367478
PM2N013140,AS250N,417,251.7,8.4,0.00639866515481301,0,0.102177842832273,0.00226132939998691,0,0.016237522370939,0.0110961660591837,0,0,0.124509511339196,0.00226132939998691,0,0,0,0,0,0,0,0,0,0.110532253432397,0,0,0,0.223843116540179,0,0,0.204385470103567,0,0,0,0,0,0,0.196296793367478
PM2N013141,AS250N,413,249.9,8.3,0.00639866515481301,0,0.102177842832273,0.00226132939998691,0,0.016237522370939,0.0110961660591837,0,0,0.124509511339196,0.00226132939998691,0,0,0,0,0,0,0,0,0,0.110532253432397,0,0,0,0.223843116540179,0,0,0.204385470103567,0,0,0,0,0,0,0.196296793367478
PM2N013142,AS250N,410,249.2,8.1,0.00639866515481301,0,0.102177842832273,0.00226132939998691,0,0.016237522370939,0.0110961660591837,0,0,0.124509511339196,0.00226132939998691,0,0,0,0,0,0,0,0,0,0.110532253432397,0,0,0,0.223843116540179,0,0,0.204385470103567,0,0,0,0,0,0,0.196296793367478
PM2N013144,AS195N,298,189.1,7.6,0.00639866515481301,0,0.102177842832273,0.00226132939998691,0,0.016237522370939,0.0110961660591837,0,0,0.124509511339196,0.00226132939998691,0,0,0,0,0,0,0,0,0,0.110532253432397,0,0,0,0.223843116540179,0,0,0.204385470103567,0,0,0,0,0,0,0.196296793367478
PM2N013145,AS195N,302,192.8,8,0.00639866515481301,0,0.102177842832273,0.00226132939998691,0,0.016237522370939,0.0110961660591837,0,0,0.124509511339196,0.00226132939998691,0,0,0,0,0,0,0,0,0,0.110532253432397,0,0,0,0.223843116540179,0,0,0.204385470103567,0,0,0,0,0,0,0.196296793367478
PM2N013146,AS195N,310,194.9,8.5,0.00639866515481301,0,0.102177842832273,0.00226132939998691,0,0.016237522370939,0.0110961660591837,0,0,0.124509511339196,0.00226132939998691,0,0,0,0,0,0,0,0,0,0.110532253432397,0,0,0,0.223843116540179,0,0,0.204385470103567,0,0,0,0,0,0,0.196296793367478
PM2N013147,AS195N,309,193.7,8.4,0.00639866515481301,0,0.102177842832273,0.00226132939998691,0,0.016237522370939,0.0110961660591837,0,0,0.124509511339196,0.00226132939998691,0,0,0,0,0,0,0,0,0,0.110532253432397,0,0,0,0.223843116540179,0,0,0.204385470103567,0,0,0,0,0,0,0.196296793367478
PM2P010101,AS195N,303,196.2,8.5,0.0233753024554881,0,0.0870011719068243,0,0.0848791921042189,0,0,0,0,0.133148628924375,0.0056709089114533,0,0,0,0,0,0,0,0,0,0.0147650958294493,0,0,0,0.252692950543385,0,0,0.207624742635551,0,0,0,0,0,0,0.190842006689254
PM2P010102,AS195N,305,194.7,8.4,0.0233753024554881,0,0.0870011719068243,0,0.0848791921042189,0,0,0,0,0.133148628924375,0.0056709089114533,0,0,0,0,0,0,0,0,0,0.0147650958294493,0,0,0,0.252692950543385,0,0,0.207624742635551,0,0,0,0,0,0,0.190842006689254
PM2P010103,AS195N,303,194.2,8.7,0.0233753024554881,0,0.0870011719068243,0,0.0848791921042189,0,0,0,0,0.133148628924375,0.0056709089114533,0,0,0,0,0,0,0,0,0,0.0147650958294493,0,0,0,0.252692950543385,0,0,0.207624742635551,0,0,0,0,0,0,0.190842006689254
PM2P010104,AS195N,300,196,8.9,0.0233753024554881,0,0.0870011719068243,0,0.0848791921042189,0,0,0,0,0.133148628924375,0.0056709089114533,0,0,0,0,0,0,0,0,0,0.0147650958294493,0,0,0,0.252692950543385,0,0,0.207624742635551,0,0,0,0,0,0,0.190842006689254
PM2P010105,AS195N,302,194.9,8.2,0.0233753024554881,0,0.0870011719068243,0,0.0848791921042189,0,0,0,0,0.133148628924375,0.0056709089114533,0,0,0,0,0,0,0,0,0,0.0147650958294493,0,0,0,0.252692950543385,0,0,0.207624742635551,0,0,0,0,0,0,0.190842006689254
PM2P010106,AS195N,304,194.9,8.4,0.0233753024554881,0,0.0870011719068243,0,0.0848791921042189,0,0,0,0,0.133148628924375,0.0056709089114533,0,0,0,0,0,0,0,0,0,0.0147650958294493,0,0,0,0.252692950543385,0,0,0.207624742635551,0,0,0,0,0,0,0.190842006689254
PM2P010107,AS195N,304,195.3,8.4,0.0233753024554881,0,0.0870011719068243,0,0.0848791921042189,0,0,0,0,0.133148628924375,0.0056709089114533,0,0,0,0,0,0,0,0,0,0.0147650958294493,0,0,0,0.252692950543385,0,0,0.207624742635551,0,0,0,0,0,0,0.190842006689254
PM2P010108,AS195N,304,195.6,8.4,0.0233753024554881,0,0.0870011719068243,0,0.0848791921042189,0,0,0,0,0.133148628924375,0.0056709089114533,0,0,0,0,0,0,0,0,0,0.0147650958294493,0,0,0,0.252692950543385,0,0,0.207624742635551,0,0,0,0,0,0,0.190842006689254
PM2P010109,AS195N,306,196.7,8.3,0.0233753024554881,0,0.0870011719068243,0,0.0848791921042189,0,0,0,0,0.133148628924375,0.0056709089114533,0,0,0,0,0,0,0,0,0,0.0147650958294493,0,0,0,0.252692950543385,0,0,0.207624742635551,0,0,0,0,0,0,0.190842006689254
PM2P010110,AS195N,307,196.4,8.3,0.0233753024554881,0,0.0870011719068243,0,0.0848791921042189,0,0,0,0,0.133148628924375,0.0056709089114533,0,0,0,0,0,0,0,0,0,0.0147650958294493,0,0,0,0.252692950543385,0,0,0.207624742635551,0,0,0,0,0,0,0.190842006689254
PM2P010111,AS195N,305,194.7,8.4,0.0233753024554881,0,0.0870011719068243,0,0.0848791921042189,0,0,0,0,0.133148628924375,0.0056709089114533,0,0,0,0,0,0,0,0,0,0.0147650958294493,0,0,0,0.252692950543385,0,0,0.207624742635551,0,0,0,0,0,0,0.190842006689254
PM2P010112,AS195N,313,198,8.8,0.0233753024554881,0,0.0870011719068243,0,0.0848791921042189,0,0,0,0,0.133148628924375,0.0056709089114533,0,0,0,0,0,0,0,0,0,0.0147650958294493,0,0,0,0.252692950543385,0,0,0.207624742635551,0,0,0,0,0,0,0.190842006689254
PM2P010113,AS195N,309,194.7,8.5,0.0233753024554881,0,0.0870011719068243,0,0.0848791921042189,0,0,0,0,0.133148628924375,0.0056709089114533,0,0,0,0,0,0,0,0,0,0.0147650958294493,0,0,0,0.252692950543385,0,0,0.207624742635551,0,0,0,0,0,0,0.190842006689254
PM2P010114,AS195N,311,194.1,8.5,0.0233753024554881,0,0.0870011719068243,0,0.0848791921042189,0,0,0,0,0.133148628924375,0.0056709089114533,0,0,0,0,0,0,0,0,0,0.0147650958294493,0,0,0,0.252692950543385,0,0,0.207624742635551,0,0,0,0,0,0,0.190842006689254
PM2P010116,AS225N,352,218.3,8,0.0233753024554881,0,0.0870011719068243,0,0.0848791921042189,0,0,0,0,0.133148628924375,0.0056709089114533,0,0,0,0,0,0,0,0,0,0.0147650958294493,0,0,0,0.252692950543385,0,0,0.207624742635551,0,0,0,0,0,0,0.190842006689254
PM2P010117,AS225N,357,224.8,8.5,0.0233753024554881,0,0.0870011719068243,0,0.0848791921042189,0,0,0,0,0.133148628924375,0.0056709089114533,0,0,0,0,0,0,0,0,0,0.0147650958294493,0,0,0,0.252692950543385,0,0,0.207624742635551,0,0,0,0,0,0,0.190842006689254
PM2P010118,AS225N,367,226.7,8.4,0.0233753024554881,0,0.0870011719068243,0,0.0848791921042189,0,0,0,0,0.133148628924375,0.0056709089114533,0,0,0,0,0,0,0,0,0,0.0147650958294493,0,0,0,0.252692950543385,0,0,0.207624742635551,0,0,0,0,0,0,0.190842006689254
PM2P010119,AS225N,367,226.9,8.6,0.0233753024554881,0,0.0870011719068243,0,0.0848791921042189,0,0,0,0,0.133148628924375,0.0056709089114533,0,0,0,0,0,0,0,0,0,0.0147650958294493,0,0,0,0.252692950543385,0,0,0.207624742635551,0,0,0,0,0,0,0.190842006689254
PM2P010120,AS225N,358,223.3,7.8,0.0233753024554881,0,0.0870011719068243,0,0.0848791921042189,0,0,0,0,0.133148628924375,0.0056709089114533,0,0,0,0,0,0,0,0,0,0.0147650958294493,0,0,0,0.252692950543385,0,0,0.207624742635551,0,0,0,0,0,0,0.190842006689254
PM2P010121,AS225N,360,224.7,8.1,0.0233753024554881,0,0.0870011719068243,0,0.0848791921042189,0,0,0,0,0.133148628924375,0.0056709089114533,0,0,0,0,0,0,0,0,0,0.0147650958294493,0,0,0,0.252692950543385,0,0,0.207624742635551,0,0,0,0,0,0,0.190842006689254
PM2P010122,AS225N,359,222.8,7.9,0.0233753024554881,0,0.0870011719068243,0,0.0848791921042189,0,0,0,0,0.133148628924375,0.0056709089114533,0,0,0,0,0,0,0,0,0,0.0147650958294493,0,0,0,0.252692950543385,0,0,0.207624742635551,0,0,0,0,0,0,0.190842006689254
PM2P010123,AS225N,359,223.1,8.3,0.0233753024554881,0,0.0870011719068243,0,0.0848791921042189,0,0,0,0,0.133148628924375,0.0056709089114533,0,0,0,0,0,0,0,0,0,0.0147650958294493,0,0,0,0.252692950543385,0,0,0.207624742635551,0,0,0,0,0,0,0.190842006689254
PM2P010124,AS225N,361,225.9,8.3,0.0233753024554881,0,0.0870011719068243,0,0.0848791921042189,0,0,0,0,0.133148628924375,0.0056709089114533,0,0,0,0,0,0,0,0,0,0.0147650958294493,0,0,0,0.252692950543385,0,0,0.207624742635551,0,0,0,0,0,0,0.190842006689254
PM2P010125,AS225N,360,224.9,8.5,0.0233753024554881,0,0.0870011719068243,0,0.0848791921042189,0,0,0,0,0.133148628924375,0.0056709089114533,0,0,0,0,0,0,0,0,0,0.0147650958294493,0,0,0,0.252692950543385,0,0,0.207624742635551,0,0,0,0,0,0,0.190842006689254
PM2P010126,AS225N,365,226.7,8,0.0233753024554881,0,0.0870011719068243,0,0.0848791921042189,0,0,0,0,0.133148628924375,0.0056709089114533,0,0,0,0,0,0,0,0,0,0.0147650958294493,0,0,0,0.252692950543385,0,0,0.207624742635551,0,0,0,0,0,0,0.190842006689254
PM2P010127,AS225N,364,226.2,8.5,0.0233753024554881,0,0.0870011719068243,0,0.0848791921042189,0,0,0,0,0.133148628924375,0.0056709089114533,0,0,0,0,0,0,0,0,0,0.0147650958294493,0,0,0,0.252692950543385,0,0,0.207624742635551,0,0,0,0,0,0,0.190842006689254
PM2P010128,AS225N,367,224.8,7.5,0.0233753024554881,0,0.0870011719068243,0,0.0848791921042189,0,0,0,0,0.133148628924375,0.0056709089114533,0,0,0,0,0,0,0,0,0,0.0147650958294493,0,0,0,0.252692950543385,0,0,0.207624742635551,0,0,0,0,0,0,0.190842006689254
PM2P010129,AS225N,369,224.2,7.2,0.0233753024554881,0,0.0870011719068243,0,0.0848791921042189,0,0,0,0,0.133148628924375,0.0056709089114533,0,0,0,0,0,0,0,0,0,0.0147650958294493,0,0,0,0.252692950543385,0,0,0.207624742635551,0,0,0,0,0,0,0.190842006689254
PM2P010130,AS225N,366,224.3,7.2,0.0233753024554881,0,0.0870011719068243,0,0.0848791921042189,0,0,0,0,0.133148628924375,0.0056709089114533,0,0,0,0,0,0,0,0,0,0.0147650958294493,0,0,0,0.252692950543385,0,0,0.207624742635551,0,0,0,0,0,0,0.190842006689254
PM2P010131,AS225N,360,222.7,7.3,0.0233753024554881,0,0.0870011719068243,0,0.0848791921042189,0,0,0,0,0.133148628924375,0.0056709089114533,0,0,0,0,0,0,0,0,0,0.0147650958294493,0,0,0,0.252692950543385,0,0,0.207624742635551,0,0,0,0,0,0,0.190842006689254
PM2P010132,AS225N,364,221.7,7.8,0.0233753024554881,0,0.0870011719068243,0,0.0848791921042189,0,0,0,0,0.133148628924375,0.0056709089114533,0,0,0,0,0,0,0,0,0,0.0147650958294493,0,0,0,0.252692950543385,0,0,0.207624742635551,0,0,0,0,0,0,0.190842006689254
PM2P010133,AS225N,367,221.2,8.1,0.0233753024554881,0,0.0870011719068243,0,0.0848791921042189,0,0,0,0,0.133148628924375,0.0056709089114533,0,0,0,0,0,0,0,0,0,0.0147650958294493,0,0,0,0.252692950543385,0,0,0.207624742635551,0,0,0,0,0,0,0.190842006689254
PM2P010134,AS225N,367,221.2,8,0.0233753024554881,0,0.0870011719068243,0,0.0848791921042189,0,0,0,0,0.133148628924375,0.0056709089114533,0,0,0,0,0,0,0,0,0,0.0147650958294493,0,0,0,0.252692950543385,0,0,0.207624742635551,0,0,0,0,0,0,0.190842006689254
PM2P010136,AS330N,602,329.6,8,0.0233753024554881,0,0.0870011719068243,0,0.0848791921042189,0,0,0,0,0.133148628924375,0.0056709089114533,0,0,0,0,0,0,0,0,0,0.0147650958294493,0,0,0,0.252692950543385,0,0,0.207624742635551,0,0,0,0,0,0,0.190842006689254
PM2P010137,AS330N,593,331.4,8.3,0.0233753024554881,0,0.0870011719068243,0,0.0848791921042189,0,0,0,0,0.133148628924375,0.0056709089114533,0,0,0,0,0,0,0,0,0,0.0147650958294493,0,0,0,0.252692950543385,0,0,0.207624742635551,0,0,0,0,0,0,0.190842006689254
PM2P010138,AS330N,586,332.1,9.2,0.0233753024554881,0,0.0870011719068243,0,0.0848791921042189,0,0,0,0,0.133148628924375,0.0056709089114533,0,0,0,0,0,0,0,0,0,0.0147650958294493,0,0,0,0.252692950543385,0,0,0.207624742635551,0,0,0,0,0,0,0.190842006689254
PM2P010139,AS330N,582,325.9,9,0.0233753024554881,0,0.0870011719068243,0,0.0848791921042189,0,0,0,0,0.133148628924375,0.0056709089114533,0,0,0,0,0,0,0,0,0,0.0147650958294493,0,0,0,0.252692950543385,0,0,0.207624742635551,0,0,0,0,0,0,0.190842006689254
PM2P010140,AS330N,587,326.3,8.7,0.0233753024554881,0,0.0870011719068243,0,0.0848791921042189,0,0,0,0,0.133148628924375,0.0056709089114533,0,0,0,0,0,0,0,0,0,0.0147650958294493,0,0,0,0.252692950543385,0,0,0.207624742635551,0,0,0,0,0,0,0.190842006689254
PM2P010141,AS330N,613,336.6,8.5,0.0233753024554881,0,0.0870011719068243,0,0.0848791921042189,0,0,0,0,0.133148628924375,0.0056709089114533,0,0,0,0,0,0,0,0,0,0.0147650958294493,0,0,0,0.252692950543385,0,0,0.207624742635551,0,0,0,0,0,0,0.190842006689254
PM2P010142,AS330N,601,332.1,8.5,0.0233753024554881,0,0.0870011719068243,0,0.0848791921042189,0,0,0,0,0.133148628924375,0.0056709089114533,0,0,0,0,0,0,0,0,0,0.0147650958294493,0,0,0,0.252692950543385,0,0,0.207624742635551,0,0,0,0,0,0,0.190842006689254
PM2P010201,AS330N,592,332,8.7,0,0,0.0714106766764726,0,0.0696689528550952,0.0174172382137738,0,0,0,0.100267506829783,0.0219996692180333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275075538535693,0,0,0.232526383119856,0,0,0,0,0,0,0.211634034551294
PM2P010202,AS330N,599,336.6,9,0,0,0.0714106766764726,0,0.0696689528550952,0.0174172382137738,0,0,0,0.100267506829783,0.0219996692180333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275075538535693,0,0,0.232526383119856,0,0,0,0,0,0,0.211634034551294
PM2P010203,AS330N,605,336.4,9.9,0,0,0.0714106766764726,0,0.0696689528550952,0.0174172382137738,0,0,0,0.100267506829783,0.0219996692180333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275075538535693,0,0,0.232526383119856,0,0,0,0,0,0,0.211634034551294
PM2P010204,AS330N,604,334.7,8.6,0,0,0.0714106766764726,0,0.0696689528550952,0.0174172382137738,0,0,0,0.100267506829783,0.0219996692180333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275075538535693,0,0,0.232526383119856,0,0,0,0,0,0,0.211634034551294
PM2P010205,AS330N,606,333.8,8.1,0,0,0.0714106766764726,0,0.0696689528550952,0.0174172382137738,0,0,0,0.100267506829783,0.0219996692180333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275075538535693,0,0,0.232526383119856,0,0,0,0,0,0,0.211634034551294
PM2P010206,AS330N,609,330.6,8.1,0,0,0.0714106766764726,0,0.0696689528550952,0.0174172382137738,0,0,0,0.100267506829783,0.0219996692180333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275075538535693,0,0,0.232526383119856,0,0,0,0,0,0,0.211634034551294
PM2P010207,AS330N,608,329.3,8.1,0,0,0.0714106766764726,0,0.0696689528550952,0.0174172382137738,0,0,0,0.100267506829783,0.0219996692180333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275075538535693,0,0,0.232526383119856,0,0,0,0,0,0,0.211634034551294
PM2P010208,AS330N,609,326.4,8.2,0,0,0.0714106766764726,0,0.0696689528550952,0.0174172382137738,0,0,0,0.100267506829783,0.0219996692180333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275075538535693,0,0,0.232526383119856,0,0,0,0,0,0,0.211634034551294
PM2P010209,AS330N,610,326.9,8.2,0,0,0.0714106766764726,0,0.0696689528550952,0.0174172382137738,0,0,0,0.100267506829783,0.0219996692180333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275075538535693,0,0,0.232526383119856,0,0,0,0,0,0,0.211634034551294
PM2P010210,AS330N,613,328.9,8.2,0,0,0.0714106766764726,0,0.0696689528550952,0.0174172382137738,0,0,0,0.100267506829783,0.0219996692180333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275075538535693,0,0,0.232526383119856,0,0,0,0,0,0,0.211634034551294
PM2P010211,AS330N,619,329.8,8,0,0,0.0714106766764726,0,0.0696689528550952,0.0174172382137738,0,0,0,0.100267506829783,0.0219996692180333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275075538535693,0,0,0.232526383119856,0,0,0,0,0,0,0.211634034551294
PM2P010212,AS330N,615,327.3,8.3,0,0,0.0714106766764726,0,0.0696689528550952,0.0174172382137738,0,0,0,0.100267506829783,0.0219996692180333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275075538535693,0,0,0.232526383119856,0,0,0,0,0,0,0.211634034551294
PM2P010213,AS330N,612,331.1,8.4,0,0,0.0714106766764726,0,0.0696689528550952,0.0174172382137738,0,0,0,0.100267506829783,0.0219996692180333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275075538535693,0,0,0.232526383119856,0,0,0,0,0,0,0.211634034551294
PM2P010214,AS330N,610,327.6,8.4,0,0,0.0714106766764726,0,0.0696689528550952,0.0174172382137738,0,0,0,0.100267506829783,0.0219996692180333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275075538535693,0,0,0.232526383119856,0,0,0,0,0,0,0.211634034551294
PM2P010215,AS330N,607,327.7,8.6,0,0,0.0714106766764726,0,0.0696689528550952,0.0174172382137738,0,0,0,0.100267506829783,0.0219996692180333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275075538535693,0,0,0.232526383119856,0,0,0,0,0,0,0.211634034551294
PM2P010218,AT340N,633,335.8,8,0,0,0.0714106766764726,0,0.0696689528550952,0.0174172382137738,0,0,0,0.100267506829783,0.0219996692180333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275075538535693,0,0,0.232526383119856,0,0,0,0,0,0,0.211634034551294
PM2P010219,AS330N,628,340,8,0,0,0.0714106766764726,0,0.0696689528550952,0.0174172382137738,0,0,0,0.100267506829783,0.0219996692180333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275075538535693,0,0,0.232526383119856,0,0,0,0,0,0,0.211634034551294
PM2P010221,AS330N,610,346.1,10,0,0,0.0714106766764726,0,0.0696689528550952,0.0174172382137738,0,0,0,0.100267506829783,0.0219996692180333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275075538535693,0,0,0.232526383119856,0,0,0,0,0,0,0.211634034551294
PM2P010222,AT340N,600,341.1,9.5,0,0,0.0714106766764726,0,0.0696689528550952,0.0174172382137738,0,0,0,0.100267506829783,0.0219996692180333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275075538535693,0,0,0.232526383119856,0,0,0,0,0,0,0.211634034551294
PM2P010223,AT340N,589,342,8.3,0,0,0.0714106766764726,0,0.0696689528550952,0.0174172382137738,0,0,0,0.100267506829783,0.0219996692180333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275075538535693,0,0,0.232526383119856,0,0,0,0,0,0,0.211634034551294
PM2P010224,AT340N,592,337.9,8.5,0,0,0.0714106766764726,0,0.0696689528550952,0.0174172382137738,0,0,0,0.100267506829783,0.0219996692180333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275075538535693,0,0,0.232526383119856,0,0,0,0,0,0,0.211634034551294
PM2P010225,AT340N,597,332.6,8,0,0,0.0714106766764726,0,0.0696689528550952,0.0174172382137738,0,0,0,0.100267506829783,0.0219996692180333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275075538535693,0,0,0.232526383119856,0,0,0,0,0,0,0.211634034551294
PM2P010226,AT340N,624,342.7,8.4,0,0,0.0714106766764726,0,0.0696689528550952,0.0174172382137738,0,0,0,0.100267506829783,0.0219996692180333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275075538535693,0,0,0.232526383119856,0,0,0,0,0,0,0.211634034551294
PM2P010227,AT340N,608,340,8.3,0,0,0.0714106766764726,0,0.0696689528550952,0.0174172382137738,0,0,0,0.100267506829783,0.0219996692180333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275075538535693,0,0,0.232526383119856,0,0,0,0,0,0,0.211634034551294
PM2P010228,AT340N,609,338.8,8.3,0,0,0.0714106766764726,0,0.0696689528550952,0.0174172382137738,0,0,0,0.100267506829783,0.0219996692180333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275075538535693,0,0,0.232526383119856,0,0,0,0,0,0,0.211634034551294
